rank,Player,Team,Pos,G,GS,MP,PER,BPM,VORP,WS,WS/48,TS%,composite_score,h2h_win_rate,final_score,Has_Playoff_Data,Playoff_Games,ringer_rank
256,Chris Boucher,TOR,PF,130.0,9.0,5087.0,18.035561234519363,0.47279339492824846,0.9,2.7,0.16544151759386674,0.5776253194417142,0.40843995202611116,0.27283221476510067,-0.24837883554743717,True,80.0,
257,Jalen Johnson,ATL,SF,58.0,36.0,1584.0,16.163636363636364,0.5310606060606062,0.9537878787878787,2.4,0.0746060606060606,0.5729772727272726,0.40590873969423014,0.27425503355704695,-0.2492359335143723,True,22.0,23.0
258,Precious Achiuwa,NYK,C,130.0,38.0,5482.5,12.892065663474693,-2.4506155950752393,-0.1573187414500684,2.3,0.07533515731874146,0.5087619699042407,0.1019226257435482,0.5,-0.24942089204408185,True,73.0,
259,Vlatko Čančar,DEN,PF,28.0,1.0,576.0,10.787500000000001,-2.9749999999999996,-0.04722222222222223,-0.1,0.07905555555555556,0.6109583333333334,0.09973931419319296,0.5,-0.25245826524411497,True,15.0,
260,Jalen Smith,CHI,C,115.0,10.0,3274.5,18.48813559322034,-0.0887005649717514,0.4175141242937853,2.9,0.14529378531073447,0.5923559322033898,0.40592873796247286,0.27131543624161075,-0.2547125882518816,True,51.0,
261,PJ Dozier,MIN,SG,27.0,0.0,885.0,8.731638418079095,-1.8932203389830509,0.0,0.1,0.04072881355932203,0.4692485875706215,0.09636129128373913,0.5,-0.2571576936205203,True,18.0,
262,Collin Sexton,UTA,SG,74.0,72.0,2548.0,14.925745682888541,-1.685164835164835,0.3519623233908948,2.4,0.04274646781789639,0.5712967032967033,0.09454976884144888,0.5,-0.2596778422986032,True,11.0,
263,Terence Davis,SAC,SG,31.0,11.0,1348.0,14.489614243323443,-0.9949554896142434,0.19881305637982197,0.0,0.0426053412462908,0.5397774480712166,0.09012280565781094,0.5,-0.26583653244492117,True,30.0,
264,Trevelin Queen,ORL,SG,41.0,2.0,615.0,13.795121951219512,0.3617886178861789,0.16991869918699187,0.7,0.07580487804878049,0.5260081300813009,0.08738417690492141,0.5,-0.26964645026334405,True,10.0,
265,Terry Rozier,MIA,PG,137.0,96.0,7803.0,16.091375112136358,0.5525951557093425,1.662552864282968,1.0,0.09672651544277842,0.5513387158785082,0.39477407354517136,0.27093959731543626,-0.27093447141553906,True,73.0,
266,Bradley Beal,PHO,SG,93.0,78.0,5299.5,16.761326540239644,0.1897914897631852,0.8073025757146901,2.4,0.053065572223794696,0.5579485800547221,0.3945768349856989,0.2700268456375839,-0.27291801752349687,True,40.0,
267,Jonathan Isaac,ORL,PF,71.0,1.0,1090.0,16.6,0.7,0.7,3.4,0.148,0.512,0.08231002797483272,0.5,-0.2767054904496703,False,0.0,
268,Tristan Thompson,CLE,C,97.0,6.0,2570.5,14.159910523244505,-3.2914024508850415,-0.2872398366076639,0.4,0.08317195098229917,0.5242841859560398,0.081433011118269,0.5,-0.2779255762847269,True,57.0,
269,Jeremy Sochan,SAS,PF,54.0,23.0,1364.0,15.9,-1.2,0.3,2.7,0.096,0.589,0.08131262988032925,0.5,-0.27809304791553724,False,0.0,
270,Dorian Finney-Smith,2TM,PF,143.0,120.0,8428.0,11.982297104888467,0.41172282866635024,1.5980066445182723,2.9,0.11172448979591836,0.604,0.39156198460328684,0.26828187919463087,-0.28037970566171355,True,80.0,
271,Alex Len,2TM,C,85.0,17.0,1930.0,12.607772020725388,-2.8409326424870467,-0.1,0.7,0.07255958549222799,0.566761658031088,0.07869106260654134,0.5,-0.2817401124758798,True,39.0,
272,Collin Gillespie,PHO,PG,33.0,9.0,461.0,16.8,2.5,0.5,1.3,0.131,0.578,0.07769245469154042,0.5,-0.2831293530164116,False,0.0,
273,Braxton Key,GSW,SF,14.0,0.0,503.5,13.42472691161867,-3.5250248262164843,-0.09781529294935452,-0.1,0.04520556107249255,0.5018391261171797,0.07723586390273582,0.5,-0.28376455170121284,True,11.0,
274,Tari Eason,HOU,PF,57.0,16.0,1420.0,18.5,3.6,2.0,5.0,0.169,0.567,0.38940039250895947,0.2671409395973154,-0.2855233036571076,False,0.0,75.0
275,Max Strus,CLE,SF,118.0,53.0,5240.5,12.67570842476863,0.9971663009254842,1.175708424768629,3.4,0.11485831504627421,0.612299589733804,0.3908184642523592,0.265006711409396,-0.287546914902298,True,68.0,
276,Daniel Theis,NOP,C,85.0,36.0,3063.5,12.9770197486535,-2.3432511832870895,-0.04054186388118165,1.0,0.08975665088950546,0.5874997551819814,0.07369380850101781,0.5,-0.28869217833721,True,47.0,
277,T.J. McConnell,IND,PG,106.0,9.0,3045.0,16.633497536945814,1.0394088669950738,0.825287356321839,3.2,0.10311165845648605,0.5352233169129721,0.3880046964062187,0.2663758389261745,-0.2888976360241118,True,27.0,
278,Ayo Dosunmu,CHI,SG,123.0,66.0,6669.0,11.53444294496926,-1.9163892637576847,0.020902684060578797,2.5,0.0727624831309042,0.5937007047533364,0.07295978089201449,0.5,-0.28971334079444533,True,77.0,
279,Day'Ron Sharpe,BRK,C,82.0,10.0,1884.5,20.21870522685062,-1.019209339347307,0.28503581851950116,2.7,0.14670575749535686,0.5809676306712656,0.38669249953195706,0.26465771812080535,-0.29394036227470555,True,32.0,
280,Jalen McDaniels,WAS,SF,59.0,2.0,2244.5,12.694386277567387,-2.2753619959901985,-0.0996881265315215,0.0,0.09306549342838048,,0.06841719350328287,0.5,-0.29603288469604605,True,55.0,
281,Taj Gibson,CHO,C,89.0,15.0,2774.0,11.823071377072818,-2.4865537130497475,-0.04423215573179524,0.4,0.12143547224224947,0.5925829127613554,0.06655090445541112,0.5,-0.2986292234258982,True,52.0,
282,Sam Merrill,CLE,SG,77.0,4.0,1546.0,10.76235446313066,-0.2533635187580854,0.7155886157826649,3.3,0.10512160413971541,0.5738085381630013,0.06474753850771421,0.5,-0.30113802497485526,True,6.0,
283,Moussa Diabaté,CHO,C,71.0,8.0,1241.0,16.5,-1.9,0.0,3.2,0.125,0.609,0.062108278750232504,0.5,-0.30480970291472437,False,0.0,
284,Lindy Waters III,2TM,SG,77.0,10.0,1940.5,11.316104096882247,-2.0811131151765005,-0.020278278794125238,1.0,0.07338237567637207,0.5387461994331358,0.06190963009780159,0.5,-0.30508605838630976,True,25.0,
285,Shake Milton,2TM,SG,112.0,8.0,3784.5,11.9,-2.2,-0.07788347205707491,1.3,0.07076932223543402,0.5271736028537456,0.05985840825847108,0.5,-0.3079396713949944,True,55.0,
286,Kyle Filipowski,UTA,C,72.0,27.0,1522.0,14.9,-1.0,0.4,2.5,0.078,0.594,0.05886379353411147,0.5,-0.3093233566998409,False,0.0,
287,Jeff Dowtin Jr.,PHI,PG,50.0,3.0,891.0,13.281818181818183,-1.5575757575757576,0.17878787878787877,1.3,0.06875757575757575,0.5042424242424242,0.0545741475823363,0.5,-0.3152910142471261,True,9.0,
288,Marcus Garrett,CHO,SG,16.0,0.0,399.0,5.491979949874687,-5.835588972431078,-0.09999999999999999,0.0,0.025268170426065165,0.32098496240601504,0.05448008007075465,0.5,-0.3154218788223743,True,12.0,
289,Kevin Huerter,2TM,SG,143.0,91.0,7149.0,11.759085186739403,-1.3878864176807946,0.3060567911596027,1.9,0.060121135823192055,0.5638936914253742,0.05426224374666508,0.5,-0.315724927744859,True,74.0,
290,Isaac Okoro,CLE,SG,122.0,83.0,6005.5,10.452601781700109,-1.4895928731995671,0.15260178170010824,2.5,0.10510407126800432,0.5886493214553326,0.05346559154572281,0.5,-0.31683321210514453,True,67.0,
291,Luke Kennard,MEM,SG,135.0,24.0,6269.5,13.370436238934523,0.6408724778690486,1.2,3.9,0.11628702448361114,0.6218174495573809,0.37314842459586717,0.2613557046979866,-0.3189656800984224,True,70.0,
292,Herbert Jones,NOP,SF,98.0,89.0,6485.5,12.11016112867165,-0.8097371058515149,0.780101765476833,0.4,0.08970534268753373,0.5698027137460489,0.05179203423526341,0.5,-0.31916142684054577,True,78.0,
293,Markieff Morris,2TM,PF,32.0,3.0,910.0,10.011538461538462,-2.9335164835164833,-0.03626373626373627,-0.2,0.036230769230769226,0.5176263736263736,0.051422399522695464,0.5,-0.3196756542166494,True,17.0,
294,Nikola Jović,MIA,PF,46.0,10.0,1156.0,13.8,0.3,0.7,2.5,0.104,0.595,0.05035780956489393,0.5,-0.3211566874692443,False,0.0,
295,Torrey Craig,2TM,SF,104.0,20.0,4304.0,11.138615241635687,-1.7343401486988848,0.09999999999999999,0.8,0.07379368029739777,0.5568025092936804,0.04434956061158368,0.5,-0.32951522628929597,True,78.0,
296,Mason Jones,SAC,SG,14.0,0.0,172.5,18.530434782608694,0.09130434782608696,0.02608695652173913,0.2,0.20021739130434785,0.6103913043478261,0.04350835629410997,0.5,-0.33068549053730545,True,4.0,
297,Spencer Dinwiddie,DAL,PG,146.0,81.0,7086.0,14.466977138018628,-0.2727349703640983,0.8287044877222692,3.7,0.09317696867061813,0.5460143945808638,0.3659962313199875,0.259261744966443,-0.33283664466373564,True,67.0,
298,Aaron Nesmith,IND,SF,97.0,40.0,2558.0,10.50480844409695,-2.6317435496481627,0.007310398749022692,2.9,0.0766333072713057,0.571096168881939,0.04078359555778735,0.5,-0.3344761154875844,True,52.0,
299,Derrick Jones Jr.,LAC,SF,128.0,63.0,4120.5,13.227278242931684,-0.6272661084819804,0.4727338915180197,4.7,0.11945455648586337,0.6220906443392792,0.36682610754585676,0.25652348993288593,-0.3368095967747725,True,51.0,
300,Vit Krejci,ATL,PG,87.0,24.0,2878.0,10.18262682418346,-2.8962473940236273,-0.03912439193884639,2.6,0.06924252953439888,0.5818825573314802,0.03799274134324304,0.5,-0.3383586881763411,True,30.0,
301,Adem Bona,PHI,C,58.0,11.0,905.0,16.5,-2.7,-0.2,2.3,0.121,0.714,0.03734586215866231,0.5,-0.33925861173447236,False,0.0,
302,Jake LaRavia,2TM,PF,66.0,0.0,1349.0,12.6,0.2,0.8,2.9,0.104,0.591,0.03394577381058839,0.5,-0.34398873704549554,False,0.0,
303,Immanuel Quickley,TOR,PG,111.0,36.0,5423.0,15.090909090909092,0.5385579937304076,1.0,2.5,0.11553918495297805,0.5475705329153606,0.3598968611620589,0.25754362416107385,-0.3445391771308809,True,78.0,98.0
304,Toumani Camara,POR,PF,78.0,78.0,2548.0,12.5,-0.1,1.2,5.2,0.097,0.572,0.3615633015981145,0.2561073825503356,-0.34491026468210717,False,0.0,90.0
305,Oscar Tshiebwe,UTA,C,14.0,1.0,255.0,21.0,-1.4,0.0,1.0,0.182,0.64,0.03316863353242821,0.5,-0.34506987686411916,False,0.0,
306,Jeremiah Robinson-Earl,NOP,PF,115.0,45.0,3956.5,12.075786680146594,-2.2939466700366484,-0.13131555667888284,1.7,0.06631315556678884,0.5375867559711867,0.03310435816540447,0.5,-0.3451592952877924,True,49.0,
307,Haywood Highsmith,MIA,SF,93.0,43.0,2225.5,9.368995731296339,-2.3943832846551336,0.06337901595147158,3.3,0.07939406874859582,0.5579146259267581,0.032598819078232255,0.5,-0.34586258972815576,True,19.0,
308,Lonzo Ball,CHI,PG,70.0,49.0,3807.0,14.030575256107172,2.030575256107171,1.1959022852639873,1.2,0.08534672970843182,0.5645910165484632,0.3615595281229137,0.25469798657718123,-0.34755464652202417,True,35.0,
309,Shaedon Sharpe,POR,SG,72.0,52.0,2252.0,14.5,-1.3,0.4,3.0,0.064,0.551,0.03128942258929042,0.5,-0.3476841922397544,False,0.0,
310,Trey Murphy III,NOP,SF,115.0,52.0,4014.0,14.717040358744393,-0.27623318385650225,0.7080717488789239,3.5,0.09799551569506726,0.57647533632287,0.35854764338389256,0.2564697986577182,-0.348426945553005,True,62.0,58.0
311,Sam Hauser,BOS,PF,97.0,19.0,1936.0,13.208057851239671,1.1060433884297522,0.9163739669421488,4.4,0.14314101239669424,0.6356725206611571,0.35871331491096353,0.25469798657718123,-0.3515142333845363,True,26.0,
312,Quinten Post,GSW,PF,42.0,14.0,686.0,14.2,0.1,0.4,1.7,0.116,0.595,0.02850787596879597,0.5,-0.35155381641609235,False,0.0,
313,Landry Shamet,NYK,SG,119.0,14.0,4354.5,10.11250430589046,-1.4099896658629005,0.2300034447123665,1.0,0.08150017223561834,0.5589245607991734,0.027138536220618487,0.5,-0.35345881062187917,True,69.0,
314,Yves Missi,NOP,C,73.0,67.0,1956.0,15.4,-3.0,-0.5,3.6,0.089,0.572,0.026428952021835192,0.5,-0.35444596796467837,False,0.0,
315,Cam Reddish,LAL,SF,82.0,15.0,3119.0,11.780250080153895,-1.56437960884899,0.14334722667521643,0.7,0.04751074062199423,0.5345020840012825,0.02417045259478723,0.5,-0.3575879408227844,True,49.0,
316,Keegan Murray,SAC,PF,76.0,76.0,2610.0,12.0,-1.6,0.2,4.4,0.082,0.553,0.022536801314047714,0.5,-0.35986063920039824,False,0.0,
317,Cam Whitmore,HOU,SF,51.0,3.0,827.0,15.5,0.3,0.5,1.8,0.106,0.549,0.021651304497841323,0.5,-0.3610925221617752,False,0.0,
318,Jaime Jaquez Jr.,MIA,SF,66.0,17.0,1368.0,14.3,-0.9,0.4,2.3,0.081,0.543,0.019426949122995436,0.5,-0.36418699459371334,False,0.0,84.0
319,Cory Joseph,ORL,PG,115.0,55.0,4612.0,11.333651344319168,-1.9274934952298353,0.026539462272333045,1.5,0.08017519514310495,0.5747536860364267,0.01904763226090614,0.5,-0.3647146915552592,True,65.0,
320,Damion Lee,PHO,SG,88.0,5.0,3284.0,10.943848964677223,-2.135931790499391,-0.00438489646772229,-0.1,0.09616808769792935,0.5582813641900123,0.01631476258639611,0.5,-0.36851659747527754,True,63.0,
321,Jeff Green,HOU,PF,107.0,66.0,5018.5,12.586798844276178,-2.271166683271894,-0.16843678389957156,1.3,0.10557666633456211,0.6287359768855235,0.016094451661020415,0.5,-0.36882308900659466,True,75.0,
322,Garrison Mathews,ATL,SG,112.0,35.0,5110.0,11.032485322896282,-2.186301369863014,-0.0675146771037182,1.5,0.07862426614481409,0.6026497064579256,0.015877686887944442,0.5,-0.36912464721176474,True,65.0,
323,Jabari Walker,POR,PF,60.0,1.0,749.0,15.0,-0.8,0.2,2.0,0.128,0.601,0.014623328550288325,0.5,-0.3708696819034078,False,0.0,
324,Dalano Banton,POR,PG,131.0,8.0,2860.0,11.135664335664336,-2.199300699300699,-0.004195804195804196,0.8,0.031174825174825175,0.4763146853146853,0.014379964970306691,0.5,-0.37120824376169137,True,64.0,
325,Mac McClung,ORL,SG,4.0,0.0,72.5,4.441379310344828,-9.793103448275861,0.0,0.0,-0.04355172413793103,0.5353448275862069,0.01306831628984142,0.5,-0.37303297947073655,True,2.0,
326,Branden Carlson,OKC,C,32.0,0.0,246.0,17.6,1.3,0.2,0.9,0.177,0.581,0.01157406055079388,0.5,-0.3751117539521156,False,0.0,
327,Tristan Vukcevic,WAS,C,35.0,1.0,513.0,17.8,-0.5,0.2,0.7,0.069,0.608,0.010661367877161012,0.5,-0.37638147116966436,False,0.0,
328,Ochai Agbaji,TOR,SG,64.0,45.0,1739.0,12.0,-0.7,0.5,3.1,0.087,0.601,0.009802430469883872,0.5,-0.37757640528749326,False,0.0,
329,Josh Minott,MIN,SF,46.0,0.0,276.0,15.5,2.2,0.3,0.9,0.153,0.605,0.00976095312423827,0.5,-0.3776341076241351,False,0.0,
330,Cam Thomas,BRK,SG,92.0,25.0,3721.0,13.022305831765655,-2.6234076861058857,-0.2110991668906208,1.2,0.04097581295350712,0.5307538296156947,0.009199878948029983,0.5,-0.37841466121291095,True,67.0,
331,Maxi Kleber,DAL,PF,93.0,25.0,4262.0,10.192914124824025,-0.9081651806663538,0.4654856874706711,0.3,0.08679047395588925,0.5298259033317693,0.00892287020647864,0.5,-0.3788000294521007,True,59.0,
332,Ryan Rollins,MIL,PG,56.0,19.0,820.0,14.0,-0.5,0.3,1.7,0.101,0.6,0.008614129930291476,0.5,-0.37922954187807995,False,0.0,82.0
333,David Duke Jr.,SAS,SG,28.0,7.0,886.5,10.08437676254935,-3.807952622673435,-0.19232938522278623,0.0,0.047041173152848274,0.4476051889452905,0.008208319361837163,0.5,-0.379794096279266,True,22.0,
334,Dru Smith,MIA,SG,14.0,1.0,268.0,13.3,2.1,0.3,0.7,0.118,0.656,0.00739007912137343,0.5,-0.38093241342743883,False,0.0,
335,Karlo Matković,NOP,PF,42.0,7.0,791.0,15.6,-2.0,0.0,1.6,0.096,0.639,0.00660862850230655,0.5,-0.38201954969395874,False,0.0,
336,Jared Rhoden,2TM,SG,14.0,2.0,227.0,16.4,-0.5,0.1,0.6,0.131,0.602,0.005575666944331152,0.5,-0.38345658223855755,False,0.0,
337,Jaden Ivey,DET,SG,30.0,30.0,898.0,14.7,0.0,0.5,1.2,0.062,0.569,0.004133389958745402,0.5,-0.38546304506441026,False,0.0,
338,N'Faly Dante,HOU,C,4.0,0.0,51.0,24.0,2.4,0.1,0.3,0.283,0.789,0.0034941152262488165,0.5,-0.38635238948235534,False,0.0,
339,Joe Ingles,MIN,SF,64.0,16.0,2919.0,9.703186022610483,-0.5616649537512847,0.47656731757451176,-0.1,0.08896197327852004,0.542212744090442,0.0030777741446736395,0.5,-0.3869315936930615,True,45.0,
340,Keshad Johnson,MIA,SF,16.0,0.0,98.0,19.1,-0.1,0.0,0.4,0.181,0.718,0.002519312665915548,0.5,-0.3877085125567733,False,0.0,
341,Craig Porter Jr.,CLE,PG,51.0,1.0,513.0,13.1,1.1,0.4,1.1,0.102,0.61,0.0022777829975923532,0.5,-0.3880445231190123,False,0.0,
342,Marcus Sasser,DET,PG,57.0,1.0,811.0,14.0,-0.6,0.3,1.8,0.108,0.589,0.0019683885620952082,0.5,-0.38847494559649404,False,0.0,
343,Matt Ryan,NYK,SF,20.0,0.0,80.5,5.696273291925465,-8.462732919254659,-0.084472049689441,-0.1,-0.08696894409937889,0.41741614906832303,0.0019629471531683595,0.5,-0.388482515560406,True,1.0,
344,Quenton Jackson,IND,PG,28.0,7.0,381.0,14.7,-0.3,0.2,1.0,0.126,0.58,0.001569526720846499,0.5,-0.3890298330869796,False,0.0,
345,Cam Spencer,MEM,SG,25.0,1.0,252.0,14.2,0.5,0.2,0.8,0.16,0.587,0.0015492410231464212,0.5,-0.38905805408664773,False,0.0,
346,Alondes Williams,DET,SG,1.0,0.0,4.0,53.4,44.1,0.0,0.0,0.565,1.25,0.001459802968238848,0.5,-0.3891824782674273,False,0.0,
347,Patrick Baldwin Jr.,2TM,SF,24.0,0.0,107.0,16.2,1.5,0.1,0.2,0.098,0.721,0.001089079844859047,0.5,-0.3896982198158119,False,0.0,
348,PJ Hall,DEN,C,19.0,0.0,66.0,18.3,-1.3,0.0,0.2,0.168,0.641,0.0008610476474841335,0.5,-0.3900154530045149,False,0.0,
349,Jahmir Young,CHI,PG,6.0,0.0,30.0,16.8,0.5,0.0,0.1,0.22,0.935,0.000718188840845876,0.5,-0.39021419491590226,False,0.0,
350,Bobi Klintman,DET,SF,8.0,0.0,42.0,15.9,1.0,0.0,0.2,0.208,0.689,0.0006815902604307483,0.5,-0.39026511002570147,False,0.0,
351,Daeqwon Plowden,ATL,SG,6.0,0.0,72.0,16.1,-0.1,0.0,0.2,0.125,0.831,0.00040194421012258383,0.5,-0.3906541472286435,False,0.0,
352,Isaiah Mobley,PHI,PF,1.0,0.0,17.0,17.2,4.7,0.0,0.0,0.119,0.381,0.0003631717596637972,0.5,-0.3907080865768341,False,0.0,
353,James Wiseman,IND,C,1.0,0.0,5.0,31.2,1.6,0.0,0.0,0.237,0.615,0.0003336974215908768,0.5,-0.3907490906032804,False,0.0,
354,Jackson Rowe,GSW,PF,6.0,0.0,52.0,15.9,1.0,0.0,0.2,0.153,0.56,0.0002953062286348662,0.5,-0.39080249955473434,False,0.0,
355,Emanuel Miller,CHI,PF,6.0,0.0,25.0,18.1,-1.8,0.0,0.1,0.201,0.563,0.00019745861332905868,0.5,-0.390938622924012,False,0.0,
356,Skal Labissière,SAC,PF,4.0,0.0,12.0,15.9,2.1,0.0,0.0,0.165,0.625,0.00012582042333805676,0.5,-0.39103828433895854,False,0.0,
357,Leonard Miller,MIN,SF,13.0,0.0,32.0,19.9,-3.7,0.0,0.1,0.145,0.54,0.00011913865558517622,0.5,-0.39104757986176114,False,0.0,
358,Jahlil Okafor,IND,C,1.0,0.0,3.0,13.8,7.5,0.0,0.0,0.196,,8.737313183838359e-05,0.5,-0.39109177133342615,False,0.0,
359,Yuri Collins,GSW,PG,2.0,0.0,16.0,13.9,0.3,0.0,0.1,0.214,0.333,-7.305478305175799e-05,0.5,-0.391314954987241,False,0.0,
360,Tolu Smith,DET,PF,1.0,0.0,22.0,19.5,-8.9,0.0,0.1,0.128,0.678,-0.000353021197720077,0.5,-0.3917044378737693,False,0.0,
361,Adama Sanogo,CHI,C,4.0,0.0,21.0,15.2,-2.6,0.0,0.0,0.105,0.571,-0.00035464132314009275,0.5,-0.3917066917552782,False,0.0,
362,Jesse Edwards,MIN,C,2.0,0.0,5.0,-0.1,-4.0,0.0,0.0,0.111,,-0.00041806917635720187,0.5,-0.391794931137086,False,0.0,
363,Zyon Pullin,MEM,SG,3.0,0.0,3.0,-11.7,-22.7,0.0,0.0,-0.304,0.0,-0.0007675770505755728,0.5,-0.3922811585150242,False,0.0,
364,Isaiah Stevens,MIA,PG,3.0,0.0,6.0,0.1,-11.8,0.0,0.0,-0.196,0.0,-0.0008808171354300544,0.5,-0.3924386955366419,False,0.0,
365,RayJ Dennis,IND,PG,11.0,0.0,70.0,13.9,0.7,0.0,0.1,0.036,0.443,-0.0009406603409491276,0.5,-0.3925219480383832,False,0.0,
366,Harrison Ingram,SAS,SF,5.0,0.0,35.0,10.9,-1.2,0.0,0.1,0.093,0.5,-0.0009557669465121499,0.5,-0.39254296400327066,False,0.0,
367,Tyler Smith,MIL,PF,23.0,0.0,122.0,15.2,-0.9,0.0,0.2,0.083,0.626,-0.0010512228747645558,0.5,-0.392675760112104,False,0.0,
368,Riley Minix,SAS,SF,1.0,0.0,7.0,-1.7,-11.8,0.0,0.0,-0.114,0.0,-0.0010897505064591734,0.5,-0.3927293588740172,False,0.0,
369,Taze Moore,POR,SG,2.0,0.0,20.0,7.1,-4.3,0.0,-0.1,-0.15,0.276,-0.0015692283216473498,0.5,-0.3933963974675822,False,0.0,
370,Miles Norris,BOS,PF,3.0,0.0,35.0,8.5,-1.9,0.0,0.0,0.049,0.354,-0.0017712875744559156,0.5,-0.39367749768857435,False,0.0,
371,E.J. Liddell,CHI,PF,12.0,0.0,53.0,11.1,-4.1,0.0,0.1,0.108,0.661,-0.0018250992855885979,0.5,-0.3937523593129795,False,0.0,
372,Ron Harper Jr.,DET,SF,1.0,0.0,17.0,7.9,-14.7,0.0,0.0,-0.06,0.225,-0.0018839016965117856,0.5,-0.3938341638850326,False,0.0,
373,Quincy Olivari,LAL,PG,2.0,0.0,10.0,-5.2,-18.6,0.0,-0.1,-0.3,0.3,-0.002019052242814202,0.5,-0.39402218224056323,False,0.0,
374,Kevin McCullar Jr.,NYK,SF,4.0,0.0,29.0,6.7,-7.2,0.0,0.0,0.06,0.381,-0.002123222766310852,0.5,-0.39416710189541077,False,0.0,
375,Anton Watson,NYK,SF,9.0,0.0,22.0,5.9,-10.1,0.0,0.0,-0.07,0.444,-0.0021731562004163375,0.5,-0.39423656814932817,False,0.0,
376,Isaiah Crawford,SAC,SF,15.0,0.0,46.0,9.2,-4.1,0.0,0.0,0.037,0.509,-0.002440656135321079,0.5,-0.39460870795372666,False,0.0,
377,Isaac Jones,SAC,PF,40.0,0.0,304.0,15.2,-1.7,0.0,0.7,0.115,0.678,-0.002582476411829166,0.5,-0.3948060050856989,False,0.0,
378,Cui Yongxi,BRK,SG,5.0,0.0,10.0,-10.7,-24.9,-0.1,-0.1,-0.473,0.19,-0.0026131065599507707,0.5,-0.39484861704870644,False,0.0,
379,Trentyn Flowers,LAC,SF,6.0,0.0,27.0,4.3,-8.3,0.0,0.0,-0.033,0.446,-0.0026728360840810018,0.5,-0.394931711399494,False,0.0,
380,Ulrich Chomche,TOR,PF,7.0,0.0,32.0,5.2,-7.4,0.0,0.0,0.001,0.425,-0.002724744819038995,0.5,-0.3950039256468759,False,0.0,
381,Malevy Leons,OKC,SF,6.0,0.0,21.0,-2.3,-12.4,-0.1,0.0,-0.052,0.266,-0.0031102712277801506,0.5,-0.395540261188006,False,0.0,
382,Cam Christie,LAC,SG,13.0,0.0,59.0,9.1,-2.5,0.0,0.0,-0.005,0.349,-0.0031374173229417397,0.5,-0.3955780262160507,False,0.0,
383,Yuki Kawamura,MEM,PG,22.0,0.0,93.0,11.0,-2.8,0.0,0.2,0.095,0.53,-0.0032039883355706768,0.5,-0.39567063828949717,False,0.0,
384,Emoni Bates,CLE,SF,10.0,0.0,75.0,9.8,-1.5,0.0,0.1,0.038,0.487,-0.003269345023105035,0.5,-0.3957615610215863,False,0.0,
385,Tristen Newton,2TM,SG,8.0,0.0,16.0,-6.1,-20.7,-0.1,-0.1,-0.33,0.178,-0.003381190970014464,0.5,-0.3959171585503127,False,0.0,
386,Alex Reese,2TM,PF,15.0,0.0,216.0,14.0,-1.2,0.0,0.5,0.109,0.641,-0.0033842077132399634,0.5,-0.395921355374638,False,0.0,
387,Jacob Toppin,2TM,SF,17.0,0.0,76.0,9.2,-2.6,0.0,0.0,0.03,0.523,-0.00358437074764944,0.5,-0.39619981761986994,False,0.0,
388,Daniss Jenkins,DET,PG,7.0,0.0,23.0,-0.1,-15.8,-0.1,-0.1,-0.15,0.322,-0.003629978863804804,0.5,-0.39626326659016997,False,0.0,
389,Alex Ducas,OKC,SG,21.0,0.0,125.0,10.1,-2.0,0.0,0.3,0.125,0.583,-0.0037815237850084968,0.5,-0.3964740924259012,False,0.0,
390,Mouhamed Gueye,ATL,PF,33.0,28.0,533.0,14.4,-0.6,0.2,1.2,0.106,0.52,-0.0040510566136365625,0.5,-0.39684906034565176,False,0.0,
391,Jalen Bridges,PHO,SF,8.0,0.0,30.0,-0.1,-12.5,-0.1,-0.1,-0.178,0.514,-0.0042445645139097795,0.5,-0.3971182641201606,False,0.0,
392,Jack McVeigh,HOU,PF,9.0,0.0,43.0,4.0,-7.7,-0.1,0.0,-0.031,0.412,-0.004248666537861462,0.5,-0.39712397076226336,False,0.0,
393,Bryce McGowens,POR,SG,13.0,0.0,32.0,1.7,-13.6,-0.1,-0.1,-0.172,0.391,-0.004542843350327171,0.5,-0.39753322282988934,False,0.0,
394,Jazian Gortman,DAL,PG,16.0,0.0,57.0,6.5,-6.3,-0.1,-0.1,-0.056,0.485,-0.004691153304868273,0.5,-0.3977395482538299,False,0.0,
395,D.J. Carton,TOR,SG,4.0,0.0,33.0,-2.6,-11.1,-0.1,-0.1,-0.199,0.202,-0.005158457998830964,0.5,-0.398389651878968,False,0.0,
396,Jaylen Sims,CHO,SG,6.0,0.0,112.0,9.8,-4.1,-0.1,0.1,0.048,0.607,-0.005472898959478195,0.5,-0.39882709496706376,False,0.0,
397,Duop Reath,POR,C,46.0,0.0,469.0,13.7,-0.3,0.2,1.0,0.105,0.552,-0.005778038136519602,0.5,-0.39925159762609796,False,0.0,
398,Kobe Bufkin,ATL,SG,10.0,0.0,124.0,10.5,-4.0,-0.1,0.0,0.018,0.483,-0.006225215326182738,0.5,-0.39987370032661634,False,0.0,
399,MarJon Beauchamp,3TM,SF,35.0,0.0,156.0,12.3,-4.3,-0.1,0.1,0.02,0.535,-0.006275688434831819,0.5,-0.399943917363442,False,0.0,
400,Ben Simmons,2TM,PG,51.0,24.0,1120.0,12.4,-0.5,0.4,1.8,0.078,0.539,-0.0064886317284817184,0.5,-0.4002401592136506,False,0.0,
